CaseID,Status_Notes,Responsible_Agency,Category,Request_Type,Request_Details
336926,""/telecon w/joe"," job completed. "","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for RUIZ CONSTRUCTION"
336924,""/telecon w/joe"," job completed. "","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for RUIZ CONSTRUCTION"
336922,""PER TELECON W/JOE"," JOB COMPLETED. "","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for RUIZ CONSTRUCTION"
336921,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Tires
336919,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
336918,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336916,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","grey - Buick - na - 2TYC526"
336915,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","White - Ford - Crown Victoria - 6ASM944"
336914,"veh cited only ro moved #246 12-26-08 @1700 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","blue - Buick - NA - JUANJO"
336912,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336911,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336910,NULL,"DPW Ops Queue","Homeless Concerns","Medical Waste",Needles
336905,"#246 12-29-08 @1355 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","GREEN - SAAB - 900 - 5SEK029"
336903,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336902,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336901,NULL,"PUC Sewer Ops","Sewer Issues",Flooding,On_street
336899,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336891,"e5 12-26-08 @0805 towed for the hazard ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","DPT Abandoned Vehicle High"
336890,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336888,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336885,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336882,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336880,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336878,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336875,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336874,NULL,"PUC Sewer Ops","Sewer Issues",Flooding,On_property
336873,NULL,"DPW BSM Queue","Street Defects",Utility_Excavation,Utility_Excavation
336872,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
336870,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336869,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336868,"TO PG&E ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
336867,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Champaine - Nissan - Maxima - 5BDK666"
336866,"#e5 12-26-08 @0855 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","BURGUNDY - OLDSMOBILE - DELTA88 - DELTA88"
336854,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336852,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336849,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336848,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336846,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336845,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
336844,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336842,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
336841,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
336839,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336838,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336836,"Completed ","Housing Authority SR Queue","SFHA Requests",Plumbing,"Plumbing - Urgent"
336833,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336832,"mailed app ","DPH - Office of Vital Records - G","General Request - DPH",request_for_service,"ovr - request_for_service"
336831,NULL,"PUC Sewer Ops","Sewer Issues",Flooding,On_property
336830,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336829,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336828,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336827,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336825,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336823,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336822,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336820,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336818,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336817,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336816,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336814,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336813,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336812,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336811,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336809,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336808,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336806,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for PG&E",PG&E
336803,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336802,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336800,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336798,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336796,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336792,"ENTERED IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for AAA Construction Group Inc","AAA Construction Group Inc"
336787,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336786,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336785,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336781,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336780,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
336773,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336770,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Offensive"
336769,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
336768,"duplicate ","311 Supervisor Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
336766,"duplicate ","311 Supervisor Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
336765,"duplicate ","311 Supervisor Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Offensive"
336764,"This is not a vacant unit. Someone is living there. 46 Dakota is vacant. ","Housing Authority SR Queue","SFHA Requests",Carpentery,"Carpentery - Urgent"
336758,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Offensive"
336756,"duplicate ","311 Supervisor Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Offensive"
336755,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
336752,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Offensive"
336751,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
336748,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336747,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336745,"e5 12-26-08 @0827 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Red - Honda - XL - NONE"
336742,"#395 12-26-08 @1018 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","SilverGray - Mazda - 3 - 5SGZ129"
336741,"#246 12-26-08 @1700 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Black - Toyota - Corolla - 6EEJ601"
336740,"Duplicate Per PUC ","311 Supervisor Queue","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336739,NULL,"PUC Sewer Ops","Street Defects",Manhole_Cover_Off,Manhole_Cover_Off
336737,NULL,"DPW Ops Queue","Street Defects",Pavement_Defect,Pavement_Defect
336731,NULL,"Housing Authority SR Queue","SFHA Requests",Electrical,"Electrical - Emergency"
336728,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336727,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Out_of_catch_basin
336726,NULL,"DPW Ops Queue","Street Defects",Pavement_Defect,Pavement_Defect
336725,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336724,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336723,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336722,NULL,"DPW Ops Queue","Street Defects",Pavement_Defect,Pavement_Defect
336721,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336719,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336718,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336717,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336716,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336715,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336713,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336712,"Duplicate Per PUC ","311 Supervisor Queue","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336711,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336709,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","WHITE - DODGE - N/A - 5H77100"
336708,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336707,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336706,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336705,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336704,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336703,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336702,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336700,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336699,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336698,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336697,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336696,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336694,NULL,"PUC Sewer Ops","Sewer Issues",Flooding,On_street
336693,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336691,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336690,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336689,"NID 400240 Muni Shelter Kiosk.  ","311 Service Request Queue","311 External Request",Graffiti,NULL
336686,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336685,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336684,"NEED EXACT ADDRESS INVALID SR. ","311 Supervisor Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
336683,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336682,NULL,"311 Service Request Queue","311 External Request",Graffiti,NULL
336679,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336677,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
336674,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336673,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336672,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336671,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336670,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336669,"SR 336695 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336665,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - PickupTruck","Silver - Toyota - Tacoma - 8H13519"
336657,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Tires
336655,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336654,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336653,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336652,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Door_stuck_damaged
336651,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336644,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
336636,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336634,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,"Car Batteries"
336631,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336629,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336628,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336626,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336625,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336613,""We have contacted Ms. Buehl's supervisor"," who will answer all her questions regarding this matter. "","zzRPD - Other - G - DO NOT USE","General Request - RPD",customer_callback
336611,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
336610,"SR 336712 ","PUC Sewer Ops","Sewer Issues",Flooding,On_property
336607,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,Auto_accident_debris
336602,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336601,NULL,"DPT Meter_Bike Queue",Graffiti,"Graffiti on Parking_meter","Parking_meter - Not_Offensive"
336600,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336598,NULL,"DPW BSSR Queue","Street Defects",Pavement_Defect,Pavement_Defect
336597,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
336593,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Trailer","White  - Van - n/a - NONE"
336592,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336586,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336585,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Offensive"
336583,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336582,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Offensive"
336581,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336580,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336579,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336576,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336575,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336574,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","CHAMPANGNE - NISSAN - CENTRA - 5PRD299"
336573,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336571,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336570,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336567,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336565,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336564,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336562,"swithched plates12-29-08 @1212 pd reported stolen vehicle ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","Silver - Honda - Accord - 6FJJ242"
336560,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336559,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336558,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336546,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336544,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Offensive"
336543,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Offensive"
336542,"Invalid Request ","DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336540,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336536,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336535,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336531,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
336530,NULL,"311 Supervisor Queue","Sewer Issues",Water_Main_Break,NA
336529,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
336526,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336521,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336518,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Offensive"
336517,"testing ","DPW Ops Queue","Street and Sidewalk Cleaning",Automotive,"Car Batteries"
336515,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336509,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336506,"Duplicate Per PUC ","311 Supervisor Queue","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336505,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336504,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336501,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336500,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336499,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336497,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
336496,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
336493,"#246 12-26-08 @1700 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - PickupTruck","BLACK - FORD - RANGER - NONE"
336492,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
336491,"#145  12-26-08 @1700 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - SUV","Blue - Suzuki - Sidekick - FEYT494"
336486,"See SR#336514 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336483,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336480,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","black - toyota  - camry - 5uzw653"
336479,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336478,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336477,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336475,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336473,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336471,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336470,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336469,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336468,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336463,"See SR#335296 ","Housing Authority SR Queue","SFHA Requests",Plumbing,"Plumbing - Urgent"
336460,"Duplicate Per PUC ","311 Supervisor Queue","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336457,NULL,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","White - Chevy - Van - 7P40231"
336456,NULL,"PUC Sewer Ops","Sewer Issues",Sewage_Back_Up,Outofsewervent4inch
336452,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336451,NULL,"PUC Sewer Ops","Catch Basin Maintenance",Maintenance,Maintenance
336450,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336449,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336448,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
336447,"New SR#336452 ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
336446,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336441,NULL,"DPW BSM Queue","Litter Receptacles",Cans_Left_Out_24x7,Cans_Left_Out_24x7
336439,""New sr 336461"," DPW/griffiti "","311 Service Request Queue","311 External Request",Graffiti
336435,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336434,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336433,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
336432,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
336431,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
336430,"Work completed 12/23/08. ","RPD Graffiti Queue","Rec and Park Requests","Park - Structural_Maintenance",Restroom
336425,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
336423,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Liquids - Oil/Paint/Other"
336422,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Not_Offensive"
336415,"# 2592 ","DPT Signal Queue","Damaged Property","Damaged Traffic_Signal",Traffic_Signal
336413,"Situation resolved. ","zzRPD Neighborhood Service Area 7 Queue - DO NOT USE","Rec and Park Requests","Park - Neighborhood_Services_Area",Irrigation
336411,"Original SR 336407 ","311 Supervisor Queue","Sewer Issues",Water_Main_Break,NA
336407,NULL,"DPW Ops Queue","Sewer Issues",Flooding,On_street
336385,"new sr 336405 ","311 Service Request Queue","311 External Request",Graffiti,NULL
336383,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336380,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
336377,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
336375,"ERROR ","311 Service Request Queue","311 External Request",Graffiti,NULL
992236,NULL,"311 Escalated KB Questions Queue","General Request - 311CUSTOMERSERVICECENTER",other,"311CustomerServiceCenter - other"
336363,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
336362,NULL,"PUC Sewer Ops","Sewer Issues",Side_Sewer_Issues,Water_coming_out
336360,NULL,"DPW Ops Queue","Street Defects",Pavement_Defect,Pavement_Defect
